Date,Crop_Name,State,District,Market_Name,Season,Previous_Day_Price,Market_Arrival_Quantity,Rainfall,Temperature_Max,Temperature_Min,Humidity,Festival_Flag,Price,Previous_7_Day_Avg_Price,Previous_30_Day_Avg_Price,Price_Trend,Production_Quantity,Yield_Per_Hectare,Stock_Available,Soil_Moisture,Demand_Index,Number_of_Buyers,Min_Price,Max_Price,Modal_Price,Fuel_Price,Transportation_Cost,Inflation_Rate,Harvest_Season_Flag,Week_Number
2022-04-25,Wheat,Uttar Pradesh,Lucknow,Malihabad,Rabi,3198.7,305.0,8.4,39.3,26.0,51.5,1,3200.24,3224.3168153645206,3515.4520078122537,Decreasing,1589.3639732329807,4.356680031750578,6553.429893043497,40.56334869091952,91.96075994967794,71,2910.7144906378876,3581.4826150661083,3200.24,92.07198885465104,666.17229196674,6.051637944021502,1,17
2022-11-05,Potato,Punjab,Patiala,Rajpura,Rabi,1029.64,4207.8,2.1,15.8,11.6,67.5,0,1061.45,1166.4168519549514,1188.8637609878103,Decreasing,45351.45056191408,3.216034088747446,5913.329922464818,23.510107848441493,126.2797791692428,69,944.2904131192234,1269.8599277257088,1061.45,108.8656265986314,1437.7637500509707,6.184480979419732,1,44
2022-12-01,Rice,Maharashtra,Nagpur,Kalmeshwar,Rabi,2617.12,2777.8,18.5,28.8,10.0,45.5,0,2536.22,2353.6124567636666,2257.1345562423303,Stable,28882.30393399696,2.375037184087823,8577.563778599359,29.11180688323263,134.48085728059826,1,2345.1960335723747,2803.903878208917,2536.22,108.38508996818433,1893.381508615028,5.114298425563671,1,48
2023-12-08,Rice,Maharashtra,Nagpur,Nagpur_Mandi,Rabi,2243.4,2431.2,2.2,22.1,14.8,44.3,0,2243.43,2123.6397346389926,1962.3193303101748,Decreasing,11603.90959908256,4.292590572016595,3378.121763334306,36.63334589059752,130.94636855081345,41,2052.8912817347687,2688.4881695446284,2243.43,109.28921298638767,1940.3066739662613,6.5102697781271335,0,49
2021-07-16,Onion,Uttar Pradesh,Kanpur,Kanpur_Mandi,Kharif,2513.14,741.0,145.6,34.0,26.0,83.3,0,2543.16,2323.980900227093,2256.0128876426247,Increasing,5753.586714550903,2.0784106866642658,6447.568313608936,13.893206090658285,124.19858065641779,26,2394.6019989768097,2719.1973651958015,2543.16,104.87819849592563,1642.7199730917876,7.12128608633221,0,28
2024-08-20,Potato,Uttar Pradesh,Kanpur,Chaubepur,Kharif,1140.8,4198.6,128.4,33.4,27.6,73.3,0,1080.98,1098.9050911932818,1215.0871637857326,Increasing,1942.36546909544,6.519956889247702,4486.467648288345,70.88408237459203,149.31129108737449,87,873.0811373991055,1203.4114613994152,1080.98,102.74442643345219,321.99682690726866,6.480805859565027,1,34
2024-07-18,Tomato,Punjab,Amritsar,Gehri Mandi,Kharif,2732.5,3026.8,243.7,30.5,25.8,82.7,0,2715.05,2976.0470062725585,2759.0597488666813,Decreasing,42286.78919390157,1.9618286386684347,2345.2157757945183,75.37122486422406,88.39364457666383,3,2281.8697700659445,3236.3433457773535,2715.05,91.2351664587763,500.5872105645863,5.0225071745644465,0,29
2024-09-27,Onion,Haryana,Ambala,Naraingarh,Kharif,2712.43,2027.9,219.3,32.0,25.5,79.8,0,2739.34,2586.5402302523735,3035.53292545664,Decreasing,20876.50676602525,3.7936132968167957,3796.5346138407563,61.622075277518746,115.39986331064178,13,2277.130546010722,3042.60272076284,2739.34,101.19663883276452,326.54802598642414,4.811484913144312,1,39
2022-08-26,Rice,Madhya Pradesh,Ujjain,Ujjain_Mandi,Kharif,2295.85,3900.9,263.5,33.2,24.6,76.8,0,2304.1,2113.934140922319,2155.173945049988,Decreasing,6474.381730049277,2.932863849146882,7709.157919202982,35.77346466918235,130.27241193498253,16,2022.9096619894783,2641.1275621257073,2304.1,106.16912253449098,1398.7787614415302,6.355131300510391,0,34
2024-01-03,Onion,Punjab,Ludhiana,Sahnewal,Rabi,2746.98,3889.1,7.3,23.6,11.6,48.4,0,2815.77,3096.004938673829,3085.337499026889,Decreasing,37076.5457664514,8.068091857774977,1078.8013869326342,80.23168855734922,50.26451099066189,14,2383.7155557048195,3003.8608850325672,2815.77,95.02249187545127,1712.1006623385645,7.545179439463052,0,1
2024-09-07,Tomato,Madhya Pradesh,Indore,Depalpur,Kharif,2808.85,397.9,168.2,33.3,26.4,84.2,0,2779.25,2608.4670388636637,2625.8566291249895,Decreasing,41545.740939171,7.866924468553739,697.1033883185726,64.53069461089652,77.87980970056438,75,2238.4621986282655,3217.081436558328,2779.25,100.57653012374502,1422.9893073395392,6.41784194803861,0,36
2025-06-25,Wheat,Punjab,Jalandhar,Nakodar,Kharif,2208.78,3968.9,167.0,31.0,26.5,92.2,0,2247.55,2157.2466202487126,2366.7358719447525,Stable,29051.767224676812,4.706501848741191,6531.785527384592,31.518870349257355,105.15007682475272,70,2085.047817064716,2678.5394696652897,2247.55,104.02126802791464,909.118320072308,5.659930827831671,1,26
2021-10-26,Rice,Madhya Pradesh,Indore,Depalpur,Kharif,2229.26,4844.1,15.2,37.9,20.6,32.2,0,2164.61,2069.7473404611073,1860.9807428201705,Stable,17571.977719887003,7.769089293756731,4012.3976386916424,25.782997648145347,77.89726745875154,60,1944.7869899272137,2356.858061530709,2164.61,109.91929004765143,443.87540237156804,7.539275980596417,1,43
2021-09-27,Tomato,Punjab,Jalandhar,Nakodar,Kharif,2881.24,2800.5,271.1,31.0,25.2,76.0,0,2870.96,2750.473039805218,3173.2465415732613,Increasing,39830.40322681012,9.05965328774962,2023.6221910300321,32.46582541267706,118.21235633183737,30,2727.337062517151,3342.6675000741125,2870.96,98.82614424872406,1450.0687227708008,5.130151343952257,1,39
2024-03-30,Wheat,Uttar Pradesh,Lucknow,Malihabad,Rabi,2387.59,3804.8,12.4,42.3,25.0,43.1,0,2384.62,2277.526488574809,2735.901251107359,Decreasing,22152.393121510755,2.0064909537158724,5736.044808354211,37.01994478231426,137.8614933536182,68,2101.6555846956453,2715.71199251401,2384.62,104.6385317691389,839.6268542430116,7.657256414681745,0,13
2021-05-25,Potato,Haryana,Kurukshetra,Shahabad,Zaid,1350.74,2552.0,18.8,37.4,26.2,57.4,0,1311.16,1205.9551350670704,1301.078221134433,Decreasing,19985.058211847274,1.2484576749924616,9503.123989360798,51.640808386825945,126.76595600147049,27,1117.5533284464987,1442.4874515249464,1311.16,95.37499772098833,859.4971646313901,6.329538123640365,0,21
2021-04-11,Rice,Uttar Pradesh,Meerut,Meerut_Mandi,Rabi,2125.49,1728.2,21.9,35.2,22.0,40.3,0,2140.2,2194.9763083886664,2333.436818212988,Increasing,30292.787262816408,7.200829894677654,2415.2193948700287,69.0206486562428,86.13368476234079,27,1899.9082661052287,2387.587460276201,2140.2,96.62214540544537,1494.0728773771793,4.525788143839458,1,14
2021-06-22,Wheat,Madhya Pradesh,Ujjain,Mahidpur,Kharif,2472.13,3295.6,280.0,30.3,26.6,93.7,0,2532.98,2732.6357254658815,2339.762903654748,Stable,29218.080748473207,8.974996446911915,1182.433277711293,44.27755034550725,83.7683533449015,13,2118.914741332645,2916.3323824890026,2532.98,104.62942019207314,1982.6772364475266,5.671880349345367,1,25
2021-05-07,Tomato,Punjab,Ludhiana,Sahnewal,Zaid,2722.3,204.9,41.1,41.9,28.4,41.3,0,2801.21,2641.923998961342,2653.937371652167,Stable,5493.35785537957,5.603042882510144,2544.5756943736883,66.98881385751605,133.21907873160967,15,2467.628502293923,3061.8128582255295,2801.21,94.52071109600317,766.3527662674956,6.478637776892761,1,18
2024-09-18,Rice,Haryana,Ambala,Ambala_Cantt,Kharif,2004.08,3829.6,160.7,34.0,24.0,91.3,0,2020.26,1891.5206073436968,1834.435971868723,Increasing,7801.12176699362,7.579556744708,8815.107650035201,47.989018642471954,121.15087913116542,19,1765.5163781323888,2352.2549368358395,2020.26,97.25326507251131,877.5922892054581,4.064336828356835,0,38
2023-07-17,Potato,Punjab,Ludhiana,Sahnewal,Kharif,1159.97,1034.9,151.8,34.4,25.4,93.7,0,1145.67,1099.4277199135047,1267.7694928853093,Stable,7956.183995819111,6.157104735153905,6835.865997268517,46.0717919171489,80.47408859994493,17,940.6740382292242,1335.8946003342212,1145.67,96.23220412567427,1111.7618926985494,5.729089926184349,0,29
2024-12-30,Onion,Uttar Pradesh,Kanpur,Chaubepur,Rabi,3614.93,2684.9,6.7,23.6,9.1,45.7,0,3638.76,3780.8781546205505,3577.1480352148465,Stable,20806.051448197828,8.845748344088811,3593.8133660081007,32.69808692800618,129.89221352158484,31,3009.6667229570753,4135.402792011705,3638.76,103.53719559066991,127.11125483590051,7.091428838449478,1,1
2024-09-29,Tomato,Madhya Pradesh,Bhopal,Bhopal_Mandi,Kharif,2832.0,3854.5,171.7,34.2,26.5,71.8,0,2867.4,2595.8303751926833,2808.3418762099964,Stable,31829.96392098509,8.154482295125861,2913.129385868886,35.426484134381305,69.68211505318301,29,2422.8437507689846,3209.286962599455,2867.4,93.18347283188659,1015.0852601900453,4.913943211609919,1,39
2021-06-20,Rice,Uttar Pradesh,Agra,Kheragarh,Kharif,2128.02,1873.4,261.6,34.3,24.4,79.3,0,2111.2,2222.4988115853553,2188.308459620539,Increasing,1229.1964646464414,8.224911074570237,3824.6627669309983,71.34644660959361,60.57879611965613,99,1891.365640046411,2299.87333551703,2111.2,94.90585321452369,1032.5906287448447,5.759087328372885,1,24
2021-01-30,Tomato,Punjab,Patiala,Samana,Rabi,2742.05,4837.7,13.1,15.1,11.1,67.6,0,2667.64,2511.0080729692377,2887.318253869688,Increasing,2598.7566742204726,1.7858351245260948,5400.707500568646,14.664716134149085,100.43737989585513,81,2320.006163768462,2867.10747220744,2667.64,102.30225910589279,1285.9533081219822,4.4334909075557825,0,4
2024-10-31,Onion,Haryana,Ambala,Naraingarh,Kharif,3731.22,3761.1,1.1,37.2,26.4,40.9,0,3777.84,3978.5915314720796,3301.475956666055,Increasing,20100.110737242616,8.383201690780837,668.0406235701946,67.24447981515698,73.5576868245393,50,3241.5243526769714,4097.273308770536,3777.84,103.68538306321177,1483.0290695851154,6.87972553041317,0,44
2023-02-06,Potato,Uttar Pradesh,Meerut,Sardhana,Rabi,1169.03,372.8,9.0,18.9,10.3,57.5,0,1227.07,1186.9035179142616,1377.3911482053234,Decreasing,8501.421594975738,7.661354591403669,8872.20566929924,36.323809120142094,101.80422112400916,36,1069.1724468456648,1457.7083225775264,1227.07,107.69446637756707,721.857886983484,6.558033185853263,0,6
2023-04-12,Potato,Haryana,Kurukshetra,Shahabad,Rabi,1032.76,4936.6,3.6,36.7,27.2,44.4,0,1123.38,1185.9712354903706,1061.45418001025,Stable,13888.576745952005,8.105126312806721,115.88370896644568,29.058307987063312,126.56235619712669,73,944.3715120488949,1236.2443122225443,1123.38,104.47079778382954,460.3409430096983,5.962658599465275,1,15
2023-06-02,Tomato,Uttar Pradesh,Lucknow,Lucknow_Mandi,Kharif,3622.93,3794.9,194.3,30.6,27.1,79.5,1,3570.63,3352.9507324668175,3328.8754277298895,Increasing,32666.061325593393,2.5743710866937883,5987.938678450845,67.54993124010308,56.69379834549765,52,3150.370289589589,3893.722739019786,3570.63,104.7140088754695,1611.6110527788683,5.446800838692229,0,22
2021-03-24,Onion,Uttar Pradesh,Meerut,Meerut_Mandi,Rabi,2211.04,2017.7,16.3,43.1,21.5,58.2,0,2231.77,2106.7153837543287,2021.0410772099306,Decreasing,35496.233384762374,7.558340366841234,3722.970781400816,55.40506062117868,58.250771093497576,30,1835.093459438684,2584.940954359938,2231.77,107.61436474855178,414.79703862725165,7.80829869881417,1,12
2024-06-03,Wheat,Haryana,Kurukshetra,Shahabad,Kharif,2351.06,1137.6,270.0,32.4,24.7,89.9,0,2407.43,2632.041107164945,2397.0223728193773,Increasing,26289.99770827451,9.263670791183952,6058.313134655777,48.2738010716221,63.952001902523946,84,1981.2215253890395,2585.7660557310346,2407.43,92.6945428978712,1092.7709386545935,7.266873983333063,1,23
2025-09-15,Rice,Haryana,Ambala,Naraingarh,Kharif,2232.6,4566.8,221.2,33.0,27.6,87.3,0,2204.43,2404.0989454714086,2336.1170122996027,Decreasing,24873.899212721313,4.129736761037376,1709.7343117709627,30.013907917004417,131.46165702574535,96,2012.3459661055524,2422.5613743496956,2204.43,103.94708882326955,1614.441446014857,5.888101599943528,0,38
2024-09-01,Onion,Uttar Pradesh,Kanpur,Bilhaur,Kharif,2591.45,784.0,147.3,32.6,27.2,77.6,1,2675.29,2904.003965404881,2494.386539152951,Decreasing,35397.47133377591,3.184267211611492,7987.901944119619,25.27162264600929,128.0120593327306,83,2352.6758226001953,3040.9842530161095,2675.29,105.16057294868459,915.7421713587186,4.523802473495222,0,35
2025-05-10,Onion,Maharashtra,Nashik,Pimpalgaon,Zaid,2101.61,4205.4,29.8,38.4,27.7,33.1,0,2047.59,2006.054225893235,1903.089173623939,Decreasing,4827.675214678228,9.92830355397054,8676.839345961112,16.979559942347517,132.8783188406823,25,1669.1008084929483,2168.481630865255,2047.59,105.83695849233789,167.99414637539002,6.73083756580314,1,19
2023-09-13,Rice,Haryana,Karnal,Taraori,Kharif,2798.51,2594.3,165.7,33.8,27.9,87.8,1,2881.1,2652.801020995636,3135.3262892655357,Decreasing,36552.20906020437,7.295484016910892,4762.944151172176,61.59777857588634,99.52395794562517,76,2499.9970686592305,3356.9585676784127,2881.1,96.31250339574012,830.9117647192962,4.452857604653845,1,37
2023-09-06,Potato,Haryana,Ambala,Ambala_City,Kharif,1654.66,1616.2,134.4,34.8,24.6,91.9,1,1749.6,1780.2527075220833,1871.4255895167303,Increasing,18360.56565756349,3.669828524291573,1216.23201760618,28.04145165501378,87.26383397916508,92,1527.0309741121807,2098.453651736432,1749.6,102.25300510703876,266.7704424013895,7.993179037426806,1,36
2024-10-27,Onion,Madhya Pradesh,Bhopal,Berasia,Kharif,3692.6,2972.0,28.7,38.6,21.4,45.3,0,3715.87,3995.6915974344397,3614.5987001826156,Increasing,28401.68268399045,3.9431323023928697,6496.707348891065,18.73470143534906,84.28224497359096,48,3047.4224621293097,4178.114428735688,3715.87,101.52140375049895,1456.263153667101,5.279917918734707,1,43
2022-10-08,Wheat,Punjab,Ludhiana,Sahnewal,Kharif,2214.57,4324.9,10.4,41.9,20.7,32.8,0,2135.26,1948.3454773854262,2329.2709031615336,Stable,31402.991178081706,5.9150975155430725,6755.883665881401,53.216148498677796,67.23421441476809,58,1921.026422013883,2392.8159450743783,2135.26,95.17659192998903,526.686084956596,6.114985017428035,0,40
2021-09-03,Onion,Punjab,Patiala,Rajpura,Kharif,2112.73,4482.7,102.9,30.5,27.9,78.7,0,2136.83,2143.5819512522858,2117.5712306997557,Increasing,10604.441202736967,3.2773980635995636,3300.5331866848505,19.53373309344113,76.23032018018452,10,2028.7182678412044,2304.9606068563344,2136.83,90.36612548728769,1029.4821904966389,5.515260812263508,1,35
2024-08-23,Potato,Madhya Pradesh,Bhopal,Berasia,Kharif,1201.1,4635.9,144.9,31.9,24.1,82.3,0,1226.13,1282.2915303559707,1347.613599309751,Stable,47571.62121206595,3.4564086023811615,1297.7751231366453,19.987922102616913,109.1993429764683,63,1160.0917350586649,1451.0732489696381,1226.13,108.03610908948734,930.696143008957,7.317123347862668,0,34
2021-01-04,Wheat,Madhya Pradesh,Ujjain,Barnagar,Rabi,2675.67,4555.3,6.3,27.2,10.3,63.9,1,2687.8,2633.690272406457,2613.7937979853377,Increasing,8338.011612497246,9.063274043700844,3716.705145116925,66.65471613150149,104.93742063422718,19,2176.2314694431852,2859.5833618863103,2687.8,94.72461084217315,1052.4101809520635,4.243949099544867,1,1
2026-02-18,Tomato,Uttar Pradesh,Kanpur,Bilhaur,Rabi,3178.79,2044.1,8.5,17.7,11.9,67.4,0,3089.84,3144.4909226958143,3383.1056018677477,Decreasing,28901.778579322112,3.0917044062780445,4694.933246658791,31.053130107335278,127.44671767735727,24,2590.0341386148207,3521.190118070489,3089.84,92.52129979512961,173.55638350423152,5.78222273562859,0,8
2021-08-05,Wheat,Haryana,Kurukshetra,Pehowa,Kharif,2892.75,469.3,257.7,32.4,26.6,70.3,0,2920.87,2793.5391028073655,2652.2726529305014,Decreasing,47428.689241426015,9.613918916584248,6740.838430523295,27.379949861232447,88.4967925968599,11,2424.9549226159306,3478.4421101748,2920.87,106.5042519058716,1490.0107068158143,4.642396232547499,1,31
2021-05-29,Rice,Haryana,Karnal,Karnal_Mandi,Zaid,2685.23,3337.9,30.5,38.9,21.4,45.4,0,2698.65,2879.355016095036,2970.2194712178925,Stable,34740.496841269574,8.392001243690887,3139.6408642569677,14.791979216060342,130.89750360293405,26,2184.262525201442,2932.697433229857,2698.65,99.06525884165443,437.8508272642062,4.219607664146137,0,21
2026-01-02,Tomato,Uttar Pradesh,Kanpur,Bilhaur,Rabi,2508.94,2739.7,18.6,23.4,7.9,53.3,0,2566.35,2393.5889985977306,2497.182720748634,Increasing,42242.25763514991,5.751831767544713,3060.9857736934064,84.93675150171183,118.76183457680553,9,2128.1760595295623,2947.238696810336,2566.35,106.14543353115053,175.02339572745737,6.322408542895865,0,1
2023-08-31,Wheat,Punjab,Patiala,Patiala_Mandi,Kharif,2381.38,2885.4,129.9,32.2,26.8,78.3,0,2439.43,2395.0791732664375,2653.584377482815,Decreasing,24833.374196277004,7.916882447490326,6740.1796499031225,59.017329410658306,96.27861753022083,36,2305.37379749653,2923.6501707790057,2439.43,97.40211777419239,1440.905625287283,7.4337785526702564,1,35
2022-06-19,Onion,Maharashtra,Nashik,Lasalgaon,Kharif,2389.99,3423.2,241.9,30.7,27.0,73.9,0,2298.04,2204.2191514954116,2337.654178129458,Increasing,26761.840732230165,8.248976583557464,8200.336622893683,67.59735775668986,143.6851610274871,28,1868.0251399955744,2743.5234141497226,2298.04,94.78964797555308,1138.0610232781596,7.1319469805524545,0,24
2023-03-07,Rice,Punjab,Jalandhar,Nakodar,Rabi,2405.5,2221.1,44.3,35.3,21.9,48.5,0,2398.28,2332.6676972303035,2051.08404943678,Decreasing,5665.205204127794,1.6136056906683347,9936.361750374606,40.868663817734515,61.81154533184346,79,2160.7374881552614,2572.3179433674877,2398.28,107.03420221153414,1152.5071951508307,4.829575697200545,0,10
2022-12-12,Rice,Madhya Pradesh,Bhopal,Bhopal_Mandi,Rabi,2242.37,139.1,5.4,25.5,12.9,50.4,0,2223.87,2081.2927433000164,2006.9675580560302,Decreasing,18640.177836171682,1.77031412066331,3574.476173681025,33.66054235025266,125.95453041492223,83,1994.8376415069852,2420.1523817573934,2223.87,108.56855837891916,117.60381528712398,5.958614641148844,0,50
2025-12-17,Tomato,Punjab,Jalandhar,Jalandhar_City,Rabi,2961.64,2915.3,18.5,18.6,5.6,44.7,0,3018.49,2756.064127527159,2912.4356982285617,Increasing,2241.240121663617,3.6114408973766405,878.0984360176423,78.25459728227246,128.17480166539025,88,2638.0173445644914,3429.9769086010847,3018.49,95.90203388919826,432.68479225397726,4.847285510205948,0,51
2021-09-18,Tomato,Haryana,Karnal,Taraori,Kharif,2795.24,736.7,293.9,32.9,24.8,93.6,0,2799.06,2917.1438281393903,2434.073412426035,Stable,45925.99470079326,9.950509332252786,5374.518328039137,27.72656309948026,130.38973404630713,11,2443.1452347016693,3162.52177032913,2799.06,96.62511900490298,1131.311223779352,5.816385407050202,0,37
2025-04-29,Tomato,Maharashtra,Ahmednagar,Kopargaon,Rabi,3272.19,2313.4,44.5,38.4,27.0,45.0,0,3355.57,3416.8908021779157,3330.1119882358753,Stable,32998.341931789415,7.09309732940973,7014.686902780275,75.20561503076128,83.81134042935925,64,3122.704484356055,3722.7235886862036,3355.57,107.46687032075307,1491.4026699391,6.14991327878958,1,18
2025-09-03,Onion,Uttar Pradesh,Agra,Fatehabad,Kharif,2700.81,2439.3,176.5,31.8,26.0,70.4,0,2664.05,2738.2292157741335,3036.4779115915026,Increasing,28910.153542880347,9.381539294603023,5407.367441732395,48.211843246826874,69.59749020754809,67,2311.3355153231473,3034.8995527395236,2664.05,101.00416832144334,1904.1152803291932,5.098565855922603,1,36
2022-04-28,Tomato,Madhya Pradesh,Indore,Mhow,Rabi,3005.74,3659.8,18.3,35.7,20.1,36.8,0,2987.14,3221.6468658842364,3207.099815434556,Increasing,37190.287238376,7.841493788449643,6939.218529828516,11.788421742466122,142.8511254893552,71,2735.5196750563096,3398.942498908238,2987.14,93.08267989304859,1075.7215124503143,7.422823562768906,0,17
2023-08-30,Onion,Maharashtra,Nashik,Pimpalgaon,Kharif,2421.82,517.8,106.5,33.3,26.7,87.1,0,2455.46,2461.8121771285696,2399.280659479706,Decreasing,36044.24545069287,3.025039987688841,4042.780248426383,81.18185616270767,113.56694957530522,46,2229.4790617692634,2641.1981463979023,2455.46,99.37594326562564,931.7736115249047,6.116830719052837,0,35
2026-01-01,Onion,Maharashtra,Pune,Pune_Market,Rabi,2123.0,4674.1,10.7,20.7,15.4,61.0,0,2189.33,1999.0749124019337,2137.4779136827983,Increasing,31974.849782055087,9.831332723753036,2649.5052456994395,18.960847099477192,87.60698801681654,52,2071.7956952874065,2539.9274075274666,2189.33,93.78079434474539,497.2560637620671,6.98896770470548,1,1
2024-10-07,Onion,Uttar Pradesh,Kanpur,Chaubepur,Kharif,3207.16,2075.7,25.1,35.4,27.7,41.5,0,3150.67,2922.0120310830757,3543.562768062455,Stable,26836.992057922776,1.6972085556767071,1755.819955881854,14.258245303875903,71.4819316401911,71,2755.99397848813,3705.150360779851,3150.67,104.35865196139713,1229.3197460351416,6.657586240319267,1,41
2021-05-15,Tomato,Haryana,Kurukshetra,Thanesar,Zaid,2591.44,3356.4,41.2,35.2,20.8,36.4,0,2629.79,2610.728386070993,2720.4410896995364,Increasing,1071.7795117366177,8.990997922969765,3032.5039225305395,39.05576489707346,50.66369839198456,4,2317.549389669807,3099.8337229745857,2629.79,106.4460519190857,307.61159602015005,5.646032536893885,1,19
2023-01-05,Potato,Haryana,Karnal,Karnal_Mandi,Rabi,1322.38,2693.8,6.9,19.4,10.5,54.9,0,1333.83,1386.8875850054446,1446.0665328391433,Increasing,33630.74967159563,2.8711132878806347,9886.642554379045,21.48812453961896,133.07842349479375,7,1183.945478011842,1517.5187274134669,1333.83,96.47361483430814,427.7638749413349,6.780050699414872,1,1
2022-06-29,Rice,Punjab,Jalandhar,Adampur,Kharif,2036.65,2896.9,161.7,32.2,26.8,79.9,0,2059.61,1860.2477098892234,2350.684011192205,Decreasing,11399.469954437332,6.640059215206552,1781.2478210002766,34.292119915903996,71.4874116016426,91,1863.7103769910016,2374.188148660922,2059.61,93.31479793671309,1215.6427017175174,5.323655028367896,1,26
2023-01-16,Onion,Maharashtra,Nagpur,Katol,Rabi,2361.74,3096.9,8.6,28.7,14.3,64.6,0,2371.36,2272.723999346594,2431.9681742365815,Decreasing,24177.590817696244,9.73774126827277,8919.817867056741,25.271969008162777,107.7296934535729,13,2230.6978476449895,2539.7187681472055,2371.36,106.10623455780075,1286.297302495749,4.56432673395935,1,3
2021-12-06,Potato,Madhya Pradesh,Ujjain,Barnagar,Rabi,1353.16,962.7,12.9,23.0,13.1,65.2,0,1357.96,1322.8496877037692,1325.5510045831702,Decreasing,10967.084326465174,6.284934086102108,1363.6521146569532,23.935720423423128,119.06216154315031,45,1278.7929934953268,1551.4879134585312,1357.96,99.04607628820193,1833.5562953723015,7.122102700801333,1,49
2021-01-12,Wheat,Madhya Pradesh,Indore,Mhow,Rabi,2167.54,2604.3,16.9,25.8,16.9,64.4,0,2224.93,2096.7139975529994,1950.846979677421,Increasing,22706.670656515133,4.506803338734849,8114.12504499514,30.90832699220733,134.06098841091875,51,2081.2864049855334,2648.3517717266986,2224.93,107.69128765202697,876.5033577161169,6.598361570346591,0,2
2023-03-25,Onion,Maharashtra,Pune,Pune_Market,Rabi,2362.23,4056.7,33.8,41.8,27.1,33.6,0,2351.59,2129.3186008876028,2593.7046932544104,Decreasing,29222.8207290994,4.57105141048954,799.3539994543399,86.79533134431297,94.99982411689503,70,2098.868644442679,2810.999461004468,2351.59,96.50991082202337,208.52216301000507,6.783900323644137,1,12
2023-04-05,Rice,Punjab,Ludhiana,Khanna,Rabi,2675.57,1394.1,11.0,43.6,27.7,36.1,0,2682.6,2784.320711281063,2569.3759083388136,Stable,4527.181102592245,6.738976164002028,166.00095493945565,87.35979321919216,69.05702760205952,71,2426.81565727749,2948.059614538141,2682.6,108.10570074970104,960.4858971908146,5.536679987192617,0,14
2022-10-04,Potato,Madhya Pradesh,Bhopal,Bhopal_Mandi,Kharif,1182.62,2549.8,48.1,39.9,27.5,44.2,0,1094.93,1010.5123312372351,1198.9091819057605,Decreasing,4392.968318903036,9.722350824050597,1085.899231307538,23.0028588477583,51.45028458311797,13,931.772446865222,1287.630757471388,1094.93,99.98133061882461,1369.5747100644146,6.349978511354887,0,40
2021-12-01,Onion,Madhya Pradesh,Indore,Indore_Mandi,Rabi,3523.5,1332.8,20.0,24.4,14.9,50.6,0,3576.22,3317.216072825945,3263.0768245207323,Increasing,4482.685565770298,2.442713602114286,1637.8796105970516,60.66133229086191,77.79095571823413,94,3083.014024790836,3942.571273702053,3576.22,92.87854414089956,872.9156042418011,6.401082865765116,1,48
2022-09-01,Onion,Haryana,Ambala,Ambala_City,Kharif,2220.08,637.2,150.2,33.3,27.3,72.1,0,2306.13,2090.3595054097564,1991.0300829825305,Increasing,30719.41588323711,3.0606570534416804,2872.231727975541,82.6797960717106,50.839210998741535,67,2067.524845682895,2732.648286634821,2306.13,94.93357782415575,1790.8678647343854,5.017944922828063,0,35
2023-05-07,Rice,Maharashtra,Ahmednagar,Kopargaon,Zaid,2268.43,3989.3,41.6,41.1,24.9,48.2,0,2180.93,2354.685520735885,2178.0864158396816,Stable,3432.1801985886345,1.4038354852013548,4237.760263918066,46.22913317773731,129.51600591416957,54,1766.8912836026127,2393.4361764785585,2180.93,100.21746867553725,1203.5476437888365,7.6348859376681,0,18
2025-03-13,Onion,Maharashtra,Nashik,Pimpalgaon,Rabi,2381.5,2810.8,0.0,35.4,20.4,37.2,0,2413.34,2298.5103679608515,2350.6495740579485,Increasing,6601.30016912807,7.7688153242099744,5496.206826205543,61.87600118330571,84.6566976410976,70,2116.5304186007756,2636.729826582145,2413.34,91.48033808593101,1916.3553747735875,4.035496950499922,1,11
2023-12-29,Rice,Punjab,Ludhiana,Mullanpur,Rabi,2264.75,3261.7,3.9,21.5,9.8,45.6,0,2353.48,2161.0635465391224,2562.4262929552183,Increasing,40259.78119291923,2.5312908887946537,6230.221048984593,55.55391887134634,145.7734031032673,32,1907.9550034381691,2688.589040543787,2353.48,96.78927955593242,1108.0757777510828,6.847646890448681,0,52
2023-10-01,Potato,Maharashtra,Pune,Pune_Market,Kharif,1163.31,637.0,5.3,44.5,23.2,40.6,0,1104.67,1202.6344145817868,1028.7710450012084,Increasing,24679.495173822303,7.949275525819999,2377.4904970000216,33.45093544180949,102.71256369941946,80,923.3085600085542,1191.1831977061297,1104.67,92.5560812779474,1620.7208114607215,7.202773363305147,0,39
2021-01-31,Onion,Punjab,Jalandhar,Nakodar,Rabi,2291.7,1692.4,16.8,21.8,5.3,69.4,0,2318.23,2488.1595003937546,2038.775200489785,Decreasing,45352.95651704395,6.581731756206798,9587.204218269118,75.2199273754138,119.47829671237356,90,2046.3393634735316,2449.605107025652,2318.23,95.25817729774515,1940.8493123746466,6.310937883137017,1,4
2021-07-30,Potato,Madhya Pradesh,Indore,Indore_Mandi,Kharif,1137.27,1338.5,225.8,34.7,27.9,92.3,0,1070.11,1084.6798706619095,1183.2456896182803,Decreasing,45894.229052109455,1.4526444999750743,8763.792852540597,74.40335555220817,119.85532886881836,74,952.3933468574619,1258.604774685253,1070.11,91.50482418532638,1930.2100278989362,7.491626174824294,0,30
